state	date	diff_xibar	diff_low	diff_high	undecided_xibar	dem_win_prob	dem_win_prob_with_undecided
MO	2016-11-04	-0.0517773359740451	-0.0962374600331179	-0.0073889713401702	0.0913847234008853	0.0127	0.0303858572136709
MO	2016-11-05	-0.0517687785707711	-0.096529684337465	-0.0073746191393171	0.0913991927735121	0.013	0.0306887806941277
MO	2016-11-06	-0.0517759885655249	-0.096583716616767	-0.00716567569071507	0.0913874511868689	0.01365	0.0313363174670694
MO	2016-11-07	-0.0517700487695389	-0.0970782139333553	-0.00675429580518107	0.0914002806140756	0.014	0.0316883466928475
MO	2016-11-08	-0.0517524088742684	-0.0969063965023629	-0.00650865659775888	0.0914020850860973	0.01475	0.0324443757954528
MT	2016-11-08					0.00249999999999995	0.00249999999999995
NE	2016-11-08					0.00249999999999995	0.00249999999999995
NV	2016-07-01	0.00141045910855134	-0.0252733299233312	0.0258821702511974	0.0698993644745862	0.55435	0.5
NV	2016-07-02	0.0017186178476564	-0.0245406478807145	0.0258315688310393	0.0699164675056339	0.563	0.5
NV	2016-07-03	0.00203823477139191	-0.0237740934493566	0.0261113440319309	0.069928400079481	0.57515	0.5
NV	2016-07-04	0.00234471293274291	-0.0233460368942615	0.026125824872666	0.0699335992278574	0.58445	0.5
NV	2016-07-05	0.00260531988359433	-0.0226734507189682	0.0263131361282189	0.0699410649221533	0.59155	0.5
NV	2016-07-06	0.00291766832861592	-0.0220514977001254	0.0263658430463539	0.0699231119570992	0.6026	0.5026
NV	2016-07-07	0.00321829848898468	-0.0215722388336571	0.026466182918848	0.0699009707107391	0.6155	0.5155
NV	2016-07-08	0.00346361596408799	-0.0211841291378157	0.0267973268176141	0.0698582735357914	0.62045	0.52045
NV	2016-07-09	0.00366746261725115	-0.0206897838241172	0.0272394792002828	0.0697997510062725	0.6272	0.5272
NV	2016-07-10	0.00381763274223154	-0.0203925199049042	0.0271970543127155	0.0697115844685658	0.63385	0.53385
NV	2016-07-11	0.00394272291319205	-0.0203330500325349	0.0274567829834394	0.0696003698271522	0.6368	0.5368
NV	2016-07-12	0.00404446705813101	-0.0199624820616353	0.0273758533396229	0.0694752700424468	0.644	0.544
NV	2016-07-13	0.00413993822812416	-0.0199339546719545	0.0271452997993823	0.0693207492200388	0.64695	0.54695
NV	2016-07-14	0.00425468187211827	-0.0197298369213986	0.0272335423851179	0.0691873245080066	0.65005	0.55005
NV	2016-07-15	0.004332117955387	-0.0194929707589599	0.027080925695023	0.0690782355172525	0.6532	0.5532
NV	2016-07-16	0.00444782539737646	-0.0191509475201141	0.0269729222224705	0.0689691669679491	0.6615	0.5615
NV	2016-07-17	0.00454204965288242	-0.0186302137475826	0.0268573314939694	0.0688707619235921	0.6649	0.5649
NV	2016-07-18	0.0046360885135607	-0.0184488021316765	0.0267462984433527	0.0687520884329934	0.6708	0.5708
NV	2016-07-19	0.00470081926407091	-0.018276428722146	0.0267252873502438	0.0686375667685565	0.67335	0.57335
NV	2016-07-20	0.00479778616016871	-0.0175677495377956	0.0265753737207659	0.0685238660321558	0.6765	0.5765
NV	2016-07-21	0.00492188342021178	-0.0176565955186019	0.0266087294832235	0.0683934076400639	0.6799	0.5799
